row_id,category_slug,category_title,prompt,provider,model_id,thinking_level,max_turns,max_cost_usd,label
g55c_1129_wheelchair_29d5f7ff,wheelchair,Wheelchair,"A manual wheelchair. A chair frame supports two large rear wheels, two front casters, a seat, a backrest, and footrests. Joints: each rear wheel rotates continuously about its axle, and each front caster swivels about a vertical stem and spins continuously about its wheel axle. Use a lower, wider stance with the mass kept close to the ground.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1130_threejoint_prismatic_chain_a29091e5,threejoint_prismatic_chain,Three-joint prismatic chain,"A three-carriage slide chain. A grounded outer guide carries a middle stage, the middle stage carries an inner stage, and the inner stage carries a short tip stage. The mechanism uses three serial prismatic joints.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1131_turnstile_gates_7f683030,turnstile_gates,Turnstile Gates,A three-arm turnstile gate. A central column supports a rotor hub with three radial arms inside a fixed frame. Joints: the arm hub rotates continuously about the vertical center axis. Favor large bearing housings and thick side supports around the rotary stage.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1132_desk_with_drawer_470db325,desk_with_drawer,Desk with drawer,A traditional partners desk with a wide top and two three-drawer pedestals facing opposite sides. Each of the six drawers slides prismatically on horizontal guide rails.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1133_garden_gate_d8949d81,garden_gate,Garden gate,"A double-leaf picket garden gate for a courtyard opening. Two narrow framed leaves meet at the center, each hinged to an outer post, with one leaf carrying a latch and the other carrying a vertical cane bolt. The two leaves rotate on separate vertical revolute hinge axes at the posts, the latch rotates on a small pivot, and the cane bolt slides vertically in its guide loops.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1134_wheelbarrow_da9fdf0a,wheelbarrow,Wheelbarrow,"A wheelbarrow. A tray sits between two handles, with one front wheel in a fork and two resting legs at the rear. Joints: the front wheel rotates continuously about its axle. Keep the moving wheels small relative to a larger body or tray.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1135_threejoint_revolute_chain_d842fc90,threejoint_revolute_chain,Three-joint revolute chain,A low-profile three-joint revolute chain. A broad mounting plate anchors a flatter set of links with offset knuckles and a compact distal a compact end tab. All three joints are revolute joints bending in one plane from the grounded root.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1136_electrical_cabinet_door_c59a6a72,electrical_cabinet_door,Electrical cabinet door,An outdoor GRP weatherproof enclosure on a pole with a wide rectangular body and a hinged lid. The lid hinges on two revolute knuckles at the lid's rear edge. A compression latch on the lid front operates on a revolute cam-over joint.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1137_floodlight_mast_with_tilt_head_a9720c4d,floodlight_mast_with_tilt_head,Floodlight mast with tilt head,"A stadium four-head floodlight mast with a round pole, a top cross-arm, and four individual lamp heads. The cross-arm is fixed to the pole top. Each lamp head tilts on its own revolute tilt joint at the arm mount bracket.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1138_parabolic_dish_on_azimuth_elevation_mount_669317c2,parabolic_dish_on_azimuth_elevation_mount,Parabolic dish on azimuth-elevation mount,"A compact ground dish with a deep bowl reflector on a box pedestal. The reflector is mounted on a side-supported elevation bracket, and the bracket is fixed to a rotating top plate on the pedestal. The top plate rotates on a vertical azimuth axis, and the reflector rotates on a horizontal elevation axis at the side supports.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1139_desktop_monitor_with_tilt_swivel_stand_8c43e141,desktop_monitor_with_tilt_swivel_stand,Desktop monitor with tilt swivel stand,"A premium desktop monitor with a thin display shell, a broad stand column, and a heavy base plate, plus a rear cable-cover door on the stand spine. the stand head keeps enough depth for a real tilt and pivot assembly behind the screen, and the cable door is a real supported flap rather than a seam line. The screen housing tilts on a horizontal hinge at the stand head, rotates continuously about its central viewing axis for portrait mode, and the stand swivels continuously on a vertical axis at the base, and the cable-cover door rotates on a small hinge along one vertical edge. Professional desk-monitor scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1140_radial_arm_with_sliding_carriage_62d24fd0,radial_arm_with_sliding_carriage,Radial arm with sliding carriage,"A radial arm with sliding carriage. A base column supports a horizontal arm that sweeps in plan, and a small carriage rides along the arm. The arm rotates about the vertical base axis roughly 120 degrees each way, and the carriage slides prismatically along the arm about 180 mm.",openai,gpt-5.5-2026-04-23,med,100,,
g55c_1141_wheelie_bin_with_hinged_lid_9efa153a,wheelie_bin_with_hinged_lid,Wheelie bin with hinged lid,"A wheelie bin with a top lid. A bin body sits on a rear axle with two wheels and carries one full-width lid along the back edge. Joints: the lid is revolute about a horizontal rear hinge axis, and the rear wheels spin continuously about the axle. Keep the body shallow and compact around the opening.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1142_serial_elbow_arm_5cb5a94b,serial_elbow_arm,Serial elbow arm,"An elbow arm module. A pedestal supports an upper arm link, a forearm link, and a compact end plate with clear shoulder and elbow hubs. The shoulder and elbow are serial revolute joints about parallel horizontal axes with roughly 120 degrees each way and 135 degrees of forward travel, and the end plate stays rigid to the forearm.",openai,gpt-5.5-2026-04-23,med,100,,
g55c_1143_pushpull_plunger_chain_ac5597f2,pushpull_plunger_chain,Push-pull plunger chain,"A multi-stage plunger actuator with a grounded rear bracket, a large guide sleeve, a second smaller sleeve, and a stepped output rod all aligned on one centerline. The sleeves and rods should telescope through each other like guided industrial push rods, with each support sleeve occupying credible physical depth. Make it feel real with machined bushings, retaining collars, housing flanges, and practical overlap between each sliding rod and its guide. Each rod element is a prismatic joint sliding through the sleeve ahead of it along the same axis. Keep every part mechanically grounded with no floating members, and make sure the articulation paths stay clear so nothing clips through covers, stops, housings, rails, or neighboring links.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1144_telescoping_mast_with_pan_head_185b484f,telescoping_mast_with_pan_head,Telescoping mast with pan head,"A rooftop inspection mast with a cylindrical base can, telescoping upright tubes, and a compact pan collar carrying a small top bracket. The upper head should be clearly separate from the vertical extension stack. The upright stages are prismatic joints along the mast axis, and the collar is a revolute pan joint about the same vertical centerline.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1145_toaster_oven_5ba9070d,toaster_oven,Toaster oven,"A toaster oven with a rectangular body, a front door, a pull-out wire rack, and two side control knobs. The front door rotates downward on a lower hinge, the wire rack slides prismatically in and out of the oven cavity on straight side guides, and the two knobs rotate continuously on their short shafts. Kitchen appliance scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1146_vertical_slide_with_wrist_hinge_90b6db2f,vertical_slide_with_wrist_hinge,Vertical slide with wrist hinge,A low-profile vertical slide carrying a hinged bracket. A broad lower mount supports a vertical guide stage and a small forward-projecting hinged face on the moving block. The moving block is a vertical prismatic joint and the bracket is a revolute joint carried by that block.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1147_fourjoint_revolute_chain_66bac963,fourjoint_revolute_chain,Four-joint revolute chain,A ladder-frame four-joint revolute chain. A grounded root bracket carries five rigid links in series with long side plates and a compact end tab at the tip. The chain uses four serial revolute joints about parallel axes in one plane.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1148_cantilever_articulated_arm_9c02c391,cantilever_articulated_arm,Cantilever articulated arm,"A side-mounted cantilever arm. A stiff backplate or post supports two serial links and a compact wrist face, keeping the root support clearly off to one side of the moving chain. Three revolute joints create shoulder, elbow, and wrist motion on supported axes.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1149_fingerlike_phalanx_chain_c78f4b50,fingerlike_phalanx_chain,Finger-like phalanx chain,"A finger-like phalanx chain. A grounded knuckle block carries three tapered phalanx links with clear side cheeks and pin joints, ending in a blunt fingertip pad. The chain has three serial revolute joints bending in one plane.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1150_vacuum_cleaner_with_articulated_wand_2a9b48c4,vacuum_cleaner_with_articulated_wand,Vacuum cleaner with articulated wand,"A vacuum cleaner with an articulated wand. A main body connects to a rigid wand chain ending in a floor nozzle. Joints: the wand bends on one or two revolute elbows, and the floor nozzle pitches on a horizontal revolute hinge. Use fewer, larger structural pieces with broad simple profiles.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1151_cctv_mast_with_pantilt_camera_head_c205f3cb,cctv_mast_with_pantilt_camera_head,CCTV mast with pan-tilt camera head,A corner wall CCTV mount with an L-shaped bracket on a corner pillar and a camera ball head. The L-bracket is fixed to the corner wall. The camera housing tilts on a revolute tilt joint and pans on a continuous bearing at the ball mount.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1152_branching_tree_with_three_independent_rotary_branches_f38e06cc,branching_tree_with_three_independent_rotary_branches,Branching tree with three independent rotary branches,"A three-branch fixture head for a bench machine. A central mast carries three radial arms on separate hub blocks at staggered heights, each ending in a small mounting pad. Each arm is supported by its own revolute joint about a local hub axis, with the three branches arranged so their swept volumes stay distinct.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1153_floor_standing_drafting_table_18e5079b,floor_standing_drafting_table,Floor Standing Drafting Table,"A teaching-studio drafting table with a flat H-base, a vertical carriage rail, and a medium rectangular board with a bottom ledge. The board rotates on a horizontal revolute axis at the carriage head, the carriage slides prismatically on the vertical rail, and a lower foot bar rotates on a transverse pivot between the base uprights.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1154_chest_freezer_with_hinged_lid_9cd0b646,chest_freezer_with_hinged_lid,Chest freezer with hinged lid,"A twin-door chest freezer with a wide rectangular body and two equal-width top lid panels each hinged on separate barrel revolute hinges at the rear body edge, opening independently toward the front.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1155_revoluteprismaticrevolute_chain_eb33b6cf,revoluteprismaticrevolute_chain,Revolute-prismatic-revolute chain,"A revolute-prismatic-revolute chain. A grounded hinge support carries a sliding middle link, and the end of that sliding link holds a small fork or tab on a pin joint. The root is a revolute joint, the middle stage is a prismatic joint, and the distal fork is a second revolute joint.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1156_tackle_box_with_simple_hinged_lid_c1b748c4,tackle_box_with_simple_hinged_lid,Tackle box with simple hinged lid,"A tackle box with a plain hinged lid. A rectangular box body supports one lid panel along the rear edge, with internal tray details kept fixed inside the body. Joints: the lid is a single revolute panel about a horizontal rear hinge axis. Use a low, wide body with the moving panel spanning most of the width.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1157_standing_desk_with_synchronous_telescoping_legs_and_articulated_controls_0cb4bd52,standing_desk_with_synchronous_telescoping_legs_and_articulated_controls,Standing desk with synchronous telescoping legs and articulated controls,"A compact home-office standing desk with a narrow top, twin telescoping legs, and a small side control pod under one corner, plus a four-button keypad handset. the top frame remains visibly separate from the lifting columns, and the buttons are discrete parts in the handset face. The two leg stages slide prismatically within their outer columns as a synchronized pair, and the handset buttons articulate independently as small prismatic push controls. Small home-office desk scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1158_tripodmounted_device_3c5718a1,tripodmounted_device,Tripod-mounted device,"A measuring device on a tripod with three folding legs, a telescoping center mast, and a compact body on a pan-and-tilt head. The legs rotate on crown hinges, the center mast slides prismatically within the tripod body, the head pans on a vertical joint, and the device tilts on a horizontal hinge at the head. Site-measurement scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1159_singleleaf_drawbridge_951dd5f5,singleleaf_drawbridge,Single-leaf drawbridge,"A single-leaf drawbridge. A fixed shore frame carries one bridge leaf on heavy side bearings. Joints: the bridge leaf is a single revolute panel about a horizontal shore-side axis. Use a low, wide body with the moving panel spanning most of the width.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1160_office_chair_0223ccf6,office_chair,Office chair,"A compact operator chair with a simple seat, a backrest hinge, and a small under-seat lever. The seat is mounted on a central support column above a caster base, and the backrest is connected to the seat rear. The chair swivels on the vertical column axis, the caster wheels spin and swivel, the backrest rotates on a transverse hinge, and the under-seat lever rotates on a short pivot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1161_orthogonal_yz_stage_3a574836,orthogonal_yz_stage,Orthogonal YZ stage,"A service panel axis with a hanging slide. A broad fixed back frame carries a moving horizontal crosshead, and the crosshead supports a narrow Z slide tucked below it. The crosshead and the lower slide are prismatic joints on orthogonal axes.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1162_revoluteprismatic_chain_6d57759a,revoluteprismatic_chain,Revolute-prismatic chain,An under-slung hinge-slide unit. A top support carries a hanging arm and a compact slider at the arm tip. The hanging arm is a revolute joint and the tip slider is a prismatic joint.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1163_folding_arm_chain_d5ad048d,folding_arm_chain,Folding arm chain,A bridge-mounted folding arm chain. A fixed bridge support carries a root clevis and a sequence of links whose section sizes taper toward the distal small end pad. The chain has three revolute joints in series.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1164_rotary_table_with_tilting_trunnion_5e962e8a,rotary_table_with_tilting_trunnion,Rotary table with tilting trunnion,An under-slung trunnion positioner. A top support carries a lower rotary stage and a hanging work table held on trunnion supports. The lower stage is a revolute joint and the hanging table is a second revolute joint on the trunnion axis.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1165_screwcap_bottle_ebcd1e88,screwcap_bottle,Screw-cap bottle,"A screw-cap bottle. A bottle body rises to a threaded neck, capped by a separate screw closure. Joints: the cap rotates continuously about the bottle neck axis. Use a short, wide proportion with the rotating element dominating the front face.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1166_fidget_toy_3699e3ce,fidget_toy,Fidget toy,"A fidget cube with four side-face toggle levers each on a revolute hinge pivot at the lever base edge, a click-ball roller set in a socket on a revolute joint on the top face, and a smooth spinning dial on a revolute joint on the bottom face.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1167_overbed_table_38224fda,overbed_table,Overbed table,"A compact laptop-style overbed table with a narrow offset base, a slender telescoping column, a rectangular top, and a front retaining lip, plus locking casters at the base corners. the support head keeps the top centered over the column rather than cantilevering from a hidden arm, and the wheel forks remain individually visible under the base frame. The column slides prismatically in its outer sleeve, the top tilts on a horizontal hinge at the support head, and the swivel casters rotate continuously on their wheel axles, and the caster lock tabs rotate on their small local pivots. Small bedside workstation scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1168_conventional_oven_with_dropdown_door_dc26f0bb,conventional_oven_with_dropdown_door,Conventional oven with drop-down door,"A countertop toaster convection oven with a wide rectangular housing, a front drop-down door, and a pull-out crumb tray. The door drops on a revolute hinge at the door's bottom horizontal edge. The crumb tray slides prismatically out from under the front opening.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1169_wall_safe_with_hinged_door_and_dial_e1502112,wall_safe_with_hinged_door_and_dial,Wall Safe With Hinged Door And Dial,"A recessed wall safe with a rectangular front frame, a thick door, a round combination dial, and a three-spoke handle at the center. The door rotates on a vertical hinge at the right side of the frame, the combination dial rotates continuously about its central shaft, and the three-spoke handle rotates on a coaxial shaft at the door center.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1170_orchestra_style_music_stand_e32b8038,orchestra_style_music_stand,Orchestra Style Music Stand,"A school orchestra stand with a tripod base, a telescoping tube mast, and a broad rectangular desk with two small pivoting page clips at the top edge. The clips remain distinct parts on the desk rim and the tilt head stays visible behind the desk. The mast slides prismatically within the tripod hub tube, the desk tilts on a horizontal head hinge, and the two page clips rotate on their short pivots. Classroom stand scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1171_telescoping_boom_e0050769,telescoping_boom,Telescoping boom,A box-tube telescoping reach boom. A fixed base bracket supports several nested rectangular boom members that step down in section size toward the tip. The boom members are serial prismatic joints along the shared boom axis.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1172_cannon_f71da433,cannon,Cannon,A naval pivot-mounted deck cannon on a heavy cylindrical pedestal. A rotating carriage sits atop the pedestal and traverses continuously on the vertical pedestal axis; the cylindrical barrel elevates on a horizontal revolute trunnion joint at the carriage cheeks.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1173_wall_thermostat_with_articulated_controls_3a635d20,wall_thermostat_with_articulated_controls,Wall thermostat with articulated controls,"A classic wall thermostat with a large central dial and a short bottom slider for mode selection. The dial rotates continuously about the center axis, and the bottom slider translates prismatically along its short guide slot. Wall thermostat scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1174_gear_assemblies_e8faea6a,gear_assemblies,Gear Assemblies,An open reduction gearbox with parallel shafts. A grounded housing base exposes several parallel shafts with one obvious gear on each stage and no enclosing lid. Each shaft is modeled as its own revolute joint.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1175_revolving_door_6dc3f778,revolving_door,Revolving Door,A school entrance three-wing revolving door with a gentle-speed brake mechanism. A central post carries three equal rectangular panel wings to the drum wall. The wing assembly rotates continuously about the vertical post axis.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1176_keyboard_18e28396,keyboard,Keyboard,"A mechanical keyboard with a small trackpoint nub between the home-row keys and a media wheel near the top edge. The case is a compact tray with stepped keycaps, a central pointing nub protruding through the key field, and a wheel pod at one corner. The keys move as short vertical prismatic plungers, the trackpoint nub pivots slightly on its compliant mount, and the media wheel rotates about its local axis. Keep the media wheel clipped on its shaft at the top edge so it remains captured while rotating.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1177_observation_wheel_59119970,observation_wheel,Observation wheel,"A compact fairground wheel with open bucket seats and a simple triangular support frame. The circular wheel is mounted on a central axle between two support towers, with one bucket seat suspended from each arm around the rim. The wheel rotates continuously about its horizontal axle, and the bucket seats rotate on their hanger pivots to stay upright.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1178_simple_drying_rack_289d6f20,simple_drying_rack,Simple drying rack,"A fold-out drying rack with side wings. A central rack frame carries two wing frames and a lower support frame with hanging rails across the spans. Joints: each wing frame is revolute about its outer hinge line, and the lower support frame folds on its own revolute hinges. Break the frame into obvious left rail, right rail, and top-bracket modules.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1179_hingeddoor_cabinet_5749f829,hingeddoor_cabinet,Hinged-door cabinet,"A wall-mounted medicine cabinet with a mirrored front door. The shallow rectangular case is fixed to the wall, and the mirrored door is attached to one side on two compact hinges. The door rotates on a vertical side hinge axis, and a small catch knob on the free edge rotates on its own short pivot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1180_car_sunroof_cassette_ce5487a7,car_sunroof_cassette,Car sunroof cassette,"A retractable canvas soft-top sunroof cassette with a rectangular aluminium frame, a canvas panel that rolls onto a rear drum on a continuous revolute joint, and each side edge of the panel guided by a prismatic shoe running in frame side channel rails as the panel retracts.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1181_orthogonal_xz_stage_e23d2629,orthogonal_xz_stage,Orthogonal XZ stage,"A slide-and-lift XZ stage. A grounded horizontal base slide carries a moving carriage, and the carriage carries a compact vertical guide with a top pad. The lower X stage and upper Z stage are orthogonal prismatic joints.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1182_binoculars_6e33c920,binoculars,Binoculars,Giant astronomical observation binoculars on a parallelogram fork mount. Two large cylindrical objective tubes are fixed to a wide bridge cradle. The cradle rides on a revolute altitude joint in the fork. The fork pivots on a continuous azimuth bearing on a pillar.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1183_dj_equipment_3c174e8c,dj_equipment,DJ equipment,"A standalone all-in-one DJ controller with a wide rectangular housing, two jog wheels, a mixer section with channel faders, and two deck sections. Each jog wheel rotates continuously. Each fader slides prismatically in its vertical slot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1184_bicycle_dropper_seatpost_assembly_7c27f84a,bicycle_dropper_seatpost_assembly,Bicycle dropper seatpost assembly,"A wireless electronic dropper seatpost with a round outer tube, a smooth inner actuator post on a prismatic joint, a battery compartment sealed by a screw-cap on a revolute hinge at the tube side, a single-bolt saddle rail clamp plate at the inner post crown, and a saddle with a molded composite shell and two steel rails clamped into the plate on a tilt-adjust revolute pivot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1185_sluice_gate_with_vertical_lift_panel_c42e8cd8,sluice_gate_with_vertical_lift_panel,Sluice gate with vertical lift panel,"A water-control gate with a wide rectangular opening, a sliding steel panel held between side tracks, and a geared handwheel unit on the top bridge. The steel panel translates prismatically up and down in the tracks, the geared handwheel rotates continuously on its axle, and a narrow inspection flap on the gear housing rotates on a side hinge. Channel-side infrastructure scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1186_zippo_lighter_ce2ff570,zippo_lighter,Zippo lighter,"A pipe-style lighter with a rectangular case, a side-hinged lid, and a chimney insert with a side cutout near the flame opening, plus a small cam lever inside the lid edge. the modified chimney still remains a separate insert inside the case shell, and the cam lever remains a separate supported piece beside the hinge. The lid rotates on a side hinge and the striker wheel rotates continuously on its short axle, and the cam lever rotates on its short local pivot when the lid opens. Pocket pipe-lighter scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1187_refrigerator_with_hinged_doors_47521207,refrigerator_with_hinged_doors,Refrigerator with hinged doors,"A wide French-door refrigerator with paired upper doors and a pair of smaller lower pantry doors instead of a drawer. The cabinet front is divided into four door leaves, each mounted by side hinges to the surrounding casework or center mullion. The four doors rotate on separate vertical hinge axes at their respective mounting sides. Keep all four French-door-style leaves clipped to their hinge barrels so each door stays supported independently.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1188_display_freezer_with_sliding_glass_lids_60d09e04,display_freezer_with_sliding_glass_lids,Display freezer with sliding glass lids,"A supermarket island display freezer with two framed sliding glass lids over a long insulated tub, plus a temperature-control knob on the end wall. the lid panels ride on visible top rails spanning the cabinet opening, and the knob remains a separate control in the end panel. Each glass lid slides prismatically along its rail track, and the temperature-control knob rotates continuously on its short shaft. Supermarket freezer scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1189_lighthouse_with_rotating_beacon_assembly_0bef4744,lighthouse_with_rotating_beacon_assembly,Lighthouse with rotating beacon assembly,"A tall striped lighthouse with a narrow lantern room and a vented cap. The light assembly stands on a central pedestal inside the lantern glazing, and a trap door in the gallery railing opens to the stair landing. The beacon rotates continuously about a vertical axis on the pedestal, and the trap door rotates on its hinge axis at the gallery rail. Keep the light assembly clipped to the vertical pedestal axis inside the lantern so the rotating beacon stays centered.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1190_clock_tower_with_rotating_hour_and_minute_hands_eda46aac,clock_tower_with_rotating_hour_and_minute_hands,Clock tower with rotating hour and minute hands,"A timber-frame village clock tower with a rectangular wooden shaft, a pyramidal shingled roof, and a single clock face. The minute hand rotates continuously about the face center. The hour hand rotates continuously on a separate coaxial joint.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1191_car_axles_fef6487e,car_axles,Car Axles,"A front stub-axle kingpin assembly with a rectangular beam axle, two stub spindles on kingpin pivots, and wheel hubs. Each stub spindle revolves on a revolute kingpin joint at the beam end. Each wheel hub rotates continuously on the spindle bearing.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1192_studio_spotlight_on_yoke_d04d733d,studio_spotlight_on_yoke,Studio spotlight on yoke,"A theatre spotlight on a tall stand with a telescoping center column and a yoke-mounted can fitted with a pull-out gel frame. The center column slides prismatically within the lower stand sleeve, the yoke pans on a vertical joint at the stand head, the can tilts on a horizontal hinge, and the gel frame slides prismatically in short front guide slots. Stage rigging scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1193_windshield_wiper_assembly_c2b21248,windshield_wiper_assembly,Windshield wiper assembly,"A windshield wiper assembly with one arm and one blade. A motor housing supports a wiper spindle, a sweep arm, and a blade carrier at the tip. Joints: the arm sweeps on a revolute joint about the spindle axis, and the blade carrier rolls on a second revolute joint along the arm. Use a taller base or root section so the first joint sits well above the ground line.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1194_platform_cart_2e999275,platform_cart,Platform cart,"A platform cart with a fold-flat rear handle and a front deck extension. The main deck rides on four caster assemblies, the rear handle hinges down over the deck, and a secondary platform panel slides out from under the front edge. Each caster wheel spins on its axle and swivels on a vertical stem, the rear handle rotates on its hinge pivots, and the front extension slides prismatically along its guide rails. Keep the front deck extension clipped on its guide rails so the secondary platform stays attached while sliding outward.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1195_louvered_shutter_assembly_f723ed50,louvered_shutter_assembly,Louvered shutter assembly,"An exterior storm shutter with one large louvered panel and a hold-open arm. The single panel hangs from one side of the opening on exposed hinges, and a short support arm is mounted near the outer stile. The panel rotates on a vertical hinge axis at the frame, the support arm rotates on its two pivots, and the louvers rotate on their long-axis pivots.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1196_box_fan_with_control_knob_05bba9c9,box_fan_with_control_knob,Box fan with control knob,A barn ventilation fan with a large square housing and four hinged outer shutter flap panels. Each shutter panel pivots on a revolute hinge at the panel's outer edge. The fan blade inside rotates continuously. A speed dial knob on the housing rotates continuously.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1197_dual_independent_finger_chains_c2bdd97a,dual_independent_finger_chains,Dual independent finger chains,"An under-slung dual finger rig. A top support carries a common palm block and two finger chains hanging beneath it, giving the pair a different silhouette while keeping the rigid-link structure obvious. Each hanging finger uses three revolute joints and remains mechanically independent.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1198_mailbox_with_front_access_door_c79ade6e,mailbox_with_front_access_door,Mailbox with front access door,"A wall-mounted mailbox with a front access door and a small top rain cap. The box body is fixed to the wall, the front door is hinged along one side, and a rotary latch sits at the opposite edge. The front door rotates on a vertical side hinge axis, and the latch rotates on its own short pivot.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1199_multisegment_foldout_arm_b24ce5d7,multisegment_foldout_arm,Multi-segment fold-out arm,A stacking support fold-out arm. A grounded side plate carries four short links that can nest close together and end in a plain platform face. The links are connected by four serial revolute joints in one plane.,openai,gpt-5.5-2026-04-23,high,100,,
g55c_1200_shoulderelbowwrist_arm_80269d96,shoulderelbowwrist_arm,Shoulder-elbow-wrist arm,"A yaw-shoulder wristed arm. A grounded base pedestal supports an upper arm, a forearm, and a short wrist link ending in a tool flange. The shoulder, elbow, and wrist are three serial revolute joints with the wrist carried at the tip of the forearm.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1201_twojoint_revolute_chain_42f5dd24,twojoint_revolute_chain,Two-joint revolute chain,"A wall-backed two-joint revolute chain. A fixed backplate carries a root clevis and a sequence of articulated links, with enough spacing between links that each joint pair stays readable. The motion comes from two revolute joints in series on parallel axes.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1202_camera_flash_b7377ccc,camera_flash,Camera flash,"A full-size speedlight with a deep battery housing, a tall neck, and a wide flash head with rounded side cheeks, plus a rear control panel with several raised buttons around a small screen. the head cradle keeps the support geometry exposed instead of hiding it inside the shell, and the button bank remains clearly articulated in the back shell. The neck swivels continuously on a vertical axis above the body and the head rotates on a horizontal tilt hinge at the top of the neck, and each rear-panel button is an independent small prismatic push control. Professional speedlight scale.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1203_stove_top_37804095,stove_top,Stove top,"A professional kitchen range with six burners, a deep front rail, and a lower oven door spanning most of the body width. Four rotary knobs occupy the center of the control rail, with one shorter knob on each far end and two push-buttons tucked directly under the middle pair. The six knobs rotate continuously about front-to-back revolute axes, the buttons are short prismatic plungers, and the oven door rotates downward on a bottom-edge hinge axis.",openai,gpt-5.5-2026-04-23,high,100,,
g55c_1204_desktop_pc_tower_e1e76b92,desktop_pc_tower,Desktop PC tower,"A full-tower workstation with a tall rectangular steel body, a large side panel on two rear revolute hinge pins, a front door panel on a left-edge revolute hinge covering drive bays, and a removable top ventilation mesh lid on two rear revolute hinge pins.",openai,gpt-5.5-2026-04-23,high,100,,
